collected_funds,campaign_quality,goal,images,video,comments_count,updates_count,creators,business_venture,social,pitch_size,filler_words,duration,reach30in2,posemo,negemo,time
2900,9,5000,4,1,10,0,2,1,0,395,0,3.04452243772342,FALSE,6.84,0.51,1288
733,9,3000,5,1,6,1,3,1,0,401,0,4.77912349311153,FALSE,5.49,1.25,736
2265,5,15000,0,1,2,1,1,1,0,838,0,3.43398720448515,FALSE,6.32,0.6,886
500,1,10000,0,0,1,0,1,1,0,570,0,3.40119738166216,FALSE,4.56,0.53,883
1256,6,10000,3,0,21,9,3,1,0,990,0,3.13549421592915,FALSE,3.03,0.2,595
711,6,2000,0,1,8,0,2,1,0,707,0,3.43398720448515,FALSE,4.67,0.28,1278
505,9,7000,3,1,8,0,1,1,0,632,0,3.63758615972639,FALSE,7.28,1.27,1306
5600,1,5000,1,0,21,0,7,0,1,313,0,2.77258872223978,FALSE,3.19,0.96,1144
5116,3,5000,0,0,20,0,1,1,0,145,0,3.13549421592915,FALSE,2.76,0.69,915
1000,9,5000,3,1,19,7,2,1,0,364,0,4.0943445622221,FALSE,2.47,0.27,852
1150,6,10000,27,0,14,10,5,1,0,387,0,4.11087386417331,FALSE,2.58,0.26,974
2071,4,1100,1,0,28,2,1,0,1,1264,0,3.80666248977032,TRUE,3.32,0.4,1039
1205,9,10000,14,1,13,11,2,0,1,873,0,3.80666248977032,FALSE,4.24,0,1218
658,0,2500,0,0,14,1,1,0,1,256,0,3.04452243772342,FALSE,3.52,1.95,830
680,4,2000,1,1,10,1,1,0,1,810,0,3.80666248977032,FALSE,2.47,3.09,1003
1565,3,1500,0,0,16,0,9,0,1,300,0,4.34380542185368,FALSE,5.33,1.67,941
810,9,4000,4,1,14,8,1,1,0,491,0,4.0943445622221,FALSE,4.48,1.43,782
1055,3,15000,0,1,13,1,4,1,0,695,0,3.95124371858143,FALSE,6.33,0.43,691
2160,4,2500,1,1,16,0,1,0,1,142,0,3.91202300542815,FALSE,2.11,0,987
675,3,2500,0,0,7,0,1,1,0,333,0,3.36729582998647,FALSE,2.4,0.3,939
875,6,5500,1,1,7,0,3,0,1,159,0,4.44265125649032,FALSE,2.52,0,1173
1465,6,3000,11,0,18,8,2,1,0,398,0,3.95124371858143,FALSE,4.77,0.5,1132
2100,9,2100,7,1,6,10,1,1,0,393,0,3.8286413964891,FALSE,3.05,1.02,967
6535,9,10000,3,1,4,4,1,1,0,424,0,4.23410650459726,FALSE,4.72,0,1269
3058,6,2500,3,0,26,3,1,1,0,371,0,2.99573227355399,FALSE,4.58,0,1114
3105,9,10850,7,1,23,1,2,1,0,1943,0.05,3.76120011569356,FALSE,3.76,0.77,1113
3196,9,10000,21,1,40,33,2,1,0,973,0,3.3322045101752,TRUE,3.39,1.23,1143
1000,5,8917,1,1,0,0,1,0,1,436,0,4.38202663467388,FALSE,5.05,2.29,1170
1175,6,5800,8,0,7,3,1,1,0,240,0,4.51085950651685,FALSE,4.17,3.33,899
690,3,3000,7,0,2,0,1,0,1,331,0,2.30258509299405,FALSE,2.72,1.51,1245
1770,7,10000,1,1,10,0,2,1,0,927,0,4.27666611901606,FALSE,1.73,1.83,1110
870,0,1300,0,0,6,0,2,0,1,297,0,3.40119738166216,FALSE,3.03,0.67,1247
2272,9,2000,12,1,9,0,1,0,1,423,0.24,2.94443897916644,FALSE,5.67,0.24,1092
4908,9,10000,10,1,18,23,1,1,0,472,0,4.00733318523247,FALSE,5.3,0,1330
3036,6,4000,0,1,8,0,2,1,0,733,0,3.04452243772342,TRUE,2.86,0.82,1336
585,4,5000,1,0,1,0,1,0,1,171,0,3.40119738166216,FALSE,8.19,0.58,1231
1582,5,20000,5,0,8,3,1,0,0,618,0,4.17438726989564,FALSE,4.69,0.49,1065
655,9,5000,7,1,13,0,1,1,0,575,0,3.80666248977032,FALSE,3.83,0.17,1019
3737,5,3500,2,0,71,5,1,1,0,1120,0.09,3.43398720448515,TRUE,4.55,0.18,728
1276,9,1000,8,1,6,0,1,1,0,668,0,4.0943445622221,FALSE,2.54,0.15,1358
3080,6,5000,0,1,14,0,4,1,0,288,0,2.70805020110221,TRUE,4.17,0,512
3215,0,10000,0,0,1,0,1,0,1,483,0,3.80666248977032,FALSE,7.45,2.28,1325
720,9,3000,13,1,6,23,1,1,0,779,0,4.79579054559674,FALSE,5.26,1.41,1082
3410,7,3400,13,1,17,9,1,0,0,608,0,3.97029191355212,FALSE,4.77,0.49,1225
5316,4,5000,1,0,5,7,2,1,0,248,0,4.59511985013459,FALSE,2.42,0.81,1253
5000,4,5000,1,0,9,9,2,1,0,573,0,3.25809653802148,FALSE,4.89,1.22,990
1486,6,1250,3,0,4,0,1,1,0,341,0,3.80666248977032,FALSE,4.99,0.59,1292
725,4,1500,1,0,1,1,1,1,0,657,0,3.46573590279973,FALSE,3.04,0.61,1277
505,8,7500,2,1,9,12,1,1,0,413,0,4.40671924726425,FALSE,4.12,1.69,830
2460,9,10000,6,1,20,11,3,1,0,781,0,4.35670882668959,FALSE,4.61,1.54,1217
2014,9,20000,4,1,21,5,1,1,0,782,0,3.71357206670431,FALSE,4.6,1.02,678
5582,6,5000,6,0,19,6,1,1,0,393,0,3.43398720448515,FALSE,4.83,2.04,612
8190,3,7500,0,0,5,1,1,1,0,17,0,4.49980967033027,FALSE,5.88,0,390
2800,3,2500,0,0,15,3,1,1,0,287,0,3.29583686600433,FALSE,6.27,0,1079
1576,9,10000,17,1,9,4,10,1,0,632,0,3.40119738166216,FALSE,4.75,0.63,1056
1083,6,1000,13,0,0,0,1,1,0,282,0,4.17438726989564,FALSE,0.71,8.16,422
3615,2,2500,0,0,14,0,1,0,1,327,0,3.66356164612965,TRUE,3.67,1.22,1298
586,4,15000,6,0,7,12,4,0,0,764,0,4.49980967033027,FALSE,2.88,0,1141
2680,8,8500,2,1,11,2,1,1,0,547,0,4.78749174278205,TRUE,2.74,1.65,566
575,5,5000,11,0,0,1,2,1,0,104,0,4.52178857704904,FALSE,1.92,2.88,333
3530,9,3500,5,1,15,13,1,1,0,418,0,4.0943445622221,FALSE,4.31,1.2,849
1505,9,7000,5,1,9,2,1,1,0,308,0,4.66343909411207,FALSE,4.22,1.3,1105
6540,7,6250,1,1,52,2,4,0,1,552,0,3.43398720448515,FALSE,4.17,0.36,1217
2800,9,2500,5,1,3,0,1,0,1,308,0,3.78418963391826,FALSE,4.55,0.32,1293
663,6,3800,3,1,3,0,2,0,1,367,0,4.38202663467388,FALSE,4.63,0,1268
2160,3,23000,0,0,7,0,4,1,0,790,0,3.52636052461616,FALSE,3.54,0.38,1112
1975,5,2000,2,0,0,0,1,0,1,552,0,3.49650756146648,FALSE,4.17,0.18,1310
1255,3,5000,0,0,3,3,1,0,0,858,0,3.97029191355212,FALSE,1.98,0.12,767
1247,9,5000,126,1,16,148,4,1,0,596,0,2.484906649788,FALSE,3.02,0.67,1359
585,7,3000,1,1,6,0,1,1,0,802,0,2.94443897916644,FALSE,4.36,0.25,963
5340,5,5000,2,1,5,0,2,0,1,383,0,3.40119738166216,TRUE,3.66,0.52,1340
5615,9,10000,9,1,7,16,1,1,0,488,0,3.80666248977032,FALSE,2.46,0.61,1287
8025,6,8000,0,1,26,1,2,1,0,667,0,4.49980967033027,FALSE,3.3,1.2,904
2855,6,2500,0,1,29,2,3,1,0,478,0,4.0943445622221,FALSE,3.77,0,1055
2235,6,2000,0,1,17,0,4,1,0,435,0,3.43398720448515,FALSE,5.52,0.46,728
3278,3,3000,0,0,9,0,2,1,0,394,0,3.40119738166216,FALSE,2.54,1.27,798
12140,9,12100,19,1,81,19,3,1,0,693,0,3.68887945411394,FALSE,4.91,0.58,777
1000,8,1000,2,1,7,0,2,1,0,219,0,4.0943445622221,FALSE,4.57,0,1318
687,7,15000,1,1,2,0,1,0,0,581,0,2.70805020110221,FALSE,2.58,1.55,1360
550,6,10000,0,1,2,1,1,0,1,596,0,2.30258509299405,FALSE,5.2,0.17,1054
2625,7,10000,1,1,22,5,1,0,1,672,0,3.73766961828337,FALSE,2.98,0.6,1149
610,3,1500,0,0,10,0,1,1,0,496,0,3.29583686600433,FALSE,3.63,0,1202
19225,9,10000,11,1,42,0,8,1,0,555,0,3.8286413964891,TRUE,6.85,0.36,1095
1800,9,5000,12,1,9,10,2,1,0,1209,0,4.34380542185368,FALSE,4.8,0.99,1013
840,9,10000,3,1,13,0,1,1,0,538,0,3.91202300542815,FALSE,4.28,0.93,1012
1417,3,3000,4,0,11,0,1,1,0,404,0,3.3322045101752,TRUE,3.96,0,1187
2500,6,2500,0,1,27,3,1,1,0,265,0,3.2188758248682,FALSE,4.91,0,1089
1355,0,6500,0,0,9,0,1,0,1,371,0,4.04305126783455,FALSE,1.89,2.43,1100
1860,3,4200,0,0,4,0,1,0,1,127,0.79,3.73766961828337,TRUE,5.51,1.57,1195
1600,8,5000,12,1,10,19,1,1,0,402,0,4.78749174278205,TRUE,5.22,0,786
1300,4,1200,1,0,1,5,2,0,1,344,0,3.76120011569356,TRUE,4.94,0,1340
2555,9,5000,15,1,24,15,3,1,0,484,0,4.23410650459726,FALSE,3.93,0.83,965
5213,9,5000,4,1,39,3,12,0,1,761,0,3.80666248977032,FALSE,6.18,1.18,609
2963,5,3000,2,0,20,0,4,0,1,475,0,2.89037175789616,TRUE,2.74,1.05,1251
815,8,15000,9,1,6,6,1,0,1,1369,0,3.80666248977032,FALSE,5.41,1.02,1227
2917,9,2682,12,1,23,0,1,1,0,718,0,3.09104245335832,TRUE,4.6,1.25,1323
1880,9,5000,14,1,19,15,2,0,0,454,0,3.80666248977032,FALSE,3.52,0.44,1090
5175,3,10000,0,1,3,0,1,0,1,1743,0,4.0943445622221,FALSE,2.12,2.41,1314
3035,4,1000,1,1,7,2,1,1,0,219,0,4.49980967033027,FALSE,5.48,1.83,1058
2450,3,10000,0,0,6,0,1,1,0,1170,0,2.70805020110221,FALSE,2.14,0.43,883
935,7,4000,1,1,5,2,6,1,0,452,0,4.07753744390572,FALSE,6.42,0.22,1265
1200,9,7500,4,1,14,3,1,1,0,434,0,4.0943445622221,FALSE,1.61,0.92,1347
1050,6,3000,0,1,7,1,2,1,0,363,0,3.93182563272433,FALSE,3.03,0.28,740
2620,0,2000,0,0,11,0,1,0,1,238,0,2.83321334405622,TRUE,2.94,3.78,904
1190,6,3500,0,1,16,3,2,1,0,738,0,3.91202300542815,FALSE,3.79,0.81,1012
640,1,4000,1,0,7,4,1,0,1,610,0,3.04452243772342,FALSE,4.1,2.3,1360
1580,9,1500,10,1,48,14,1,1,0,1116,0,3.80666248977032,FALSE,3.32,1.52,1206
625,0,5000,0,0,4,0,2,0,1,135,0,4.49980967033027,FALSE,0.74,0,1107
2145,6,1500,0,1,11,0,1,1,0,236,0,2.07944154167984,TRUE,5.93,0.85,1282
595,2,1000,0,0,9,0,1,0,1,428,0,3.40119738166216,FALSE,3.27,0.7,1168
7900,1,10000,1,0,51,0,1,0,1,152,0,3.40119738166216,TRUE,3.95,1.32,1170
2830,4,5000,1,0,4,0,1,0,1,208,0,3.43398720448515,FALSE,4.81,0.96,1192
1825,9,1800,35,1,35,38,1,1,0,1437,0,2.56494935746154,TRUE,2.51,0.35,1008
576,9,1500,9,1,9,1,8,1,0,322,0,3.46573590279973,FALSE,3.73,0.31,1103
11284,0,5000,0,0,133,3,1,0,1,95,0,3.43398720448515,TRUE,1.05,0,1216
1453,6,1100,18,0,18,19,6,1,0,210,0,3.80666248977032,FALSE,5.71,0.48,1140
1000,4,5000,1,0,4,2,1,1,0,761,0,4.78749174278205,FALSE,4.6,0.92,1173
5529,9,10000,11,1,124,48,1,1,0,842,0,4.33073334028633,FALSE,5.94,1.43,833
18436,9,15000,8,1,132,13,1,0,0,815,0,4.0943445622221,FALSE,3.19,0.49,932
2585,9,3000,16,1,34,19,2,0,1,486,0,4.14313472639153,FALSE,4.73,0.21,1010
2001,6,2000,0,1,4,4,4,0,1,695,0,2.484906649788,FALSE,2.45,4.03,1117
2423,9,9000,11,1,34,18,1,1,0,998,0,4.11087386417331,FALSE,2,3.21,920
515,9,2000,3,1,3,0,1,0,1,174,0,4.71849887129509,FALSE,6.9,0.57,1297
10321,6,10000,0,1,55,3,2,1,0,922,0,4.0943445622221,FALSE,2.49,1.3,773
1150,6,1100,12,0,26,11,1,1,0,607,0,3.80666248977032,FALSE,4.94,0.33,1193
2775,9,5000,3,1,33,0,1,0,1,325,0,4.17438726989564,TRUE,3.08,0,1110
1215,9,1000,4,1,6,3,1,1,0,565,0,3.46573590279973,TRUE,2.83,1.59,972
3052,8,5000,5,1,17,7,1,0,1,561,0,4.04305126783455,TRUE,2.14,0.36,952
2060,6,2000,0,1,24,1,2,1,0,266,0,2.89037175789616,FALSE,2.26,0.75,767
775,0,1000,0,0,11,0,2,1,0,384,0.26,4.53259949315326,FALSE,6.51,0.26,879
625,8,10200,2,1,4,0,1,0,1,807,0,3.80666248977032,FALSE,4.21,0,1151
3734,3,2000,0,0,41,0,1,0,1,411,0,2.89037175789616,TRUE,4.62,1.46,1141
3916,9,7000,3,1,11,3,2,1,0,553,0.18,3.91202300542815,FALSE,5.61,0,1338
1745,9,1500,26,1,15,8,6,1,0,448,0,3.89182029811063,FALSE,5.36,0.89,954
14425,9,17000,3,1,48,11,7,1,0,588,0,4.12713438504509,FALSE,5.1,2.38,1253
2960,6,12000,32,0,38,24,1,1,0,557,0,4.07753744390572,FALSE,4.85,0,743
1485,1,5000,1,0,7,0,1,0,1,592,0,2.83321334405622,FALSE,3.21,2.7,1149
2825,9,10000,5,1,21,4,5,1,0,740,0,3.46573590279973,FALSE,4.73,0.95,1248
1690,2,1500,0,0,10,0,3,0,1,478,0,3.80666248977032,TRUE,4.39,1.46,978
625,2,1000,0,0,3,0,3,1,0,97,0,2.63905732961526,FALSE,5.15,3.09,580
730,9,14500,3,1,4,0,4,0,0,500,0,3.68887945411394,FALSE,4.8,0,1179
2500,0,2500,0,0,22,1,1,0,1,325,0,4.07753744390572,TRUE,4.92,0.31,1099
2255,9,2000,13,1,20,4,6,1,0,453,0,2.99573227355399,FALSE,2.65,1.99,1191
2150,6,2000,3,0,3,2,1,1,0,665,0,2.70805020110221,FALSE,5.11,1.2,1267
1056,9,15000,3,1,19,3,1,1,0,2283,0,3.87120101090789,FALSE,3.77,1.36,1058
750,8,4300,3,1,9,0,2,1,0,535,0,2.83321334405622,FALSE,5.05,2.8,1216
2415,7,1100,6,1,21,0,2,0,1,550,0,3.80666248977032,TRUE,4.55,1.27,1089
13925,7,6000,1,1,31,0,1,1,0,359,0,3.13549421592915,FALSE,2.79,0.56,1342
1505,9,2500,4,1,7,8,2,1,0,418,0,3.91202300542815,FALSE,5.26,0.48,1108
1527,6,15000,3,1,10,2,3,0,1,705,0,4.07753744390572,FALSE,1.7,2.27,1098
575,6,15000,0,1,1,0,1,0,0,381,0,4.17438726989564,FALSE,7.87,0.79,873
3155,9,15000,8,1,4,0,1,0,1,1560,0,4.0943445622221,FALSE,5.71,0.96,1341
2220,3,4000,0,0,24,0,1,1,0,526,0,3.29583686600433,FALSE,4.75,0.57,857
600,5,7000,1,1,2,2,1,0,0,433,0,3.93182563272433,FALSE,5.31,0,1348
1210,6,4000,0,1,11,0,2,1,0,602,0,3.49650756146648,FALSE,3.65,0.66,1029
1047,6,3000,5,0,9,8,1,1,0,781,0,3.40119738166216,FALSE,2.05,0.9,1153
1020,0,3300,0,0,1,0,1,1,0,544,0,3.40119738166216,FALSE,3.49,0.18,1273
3115,5,10000,2,0,10,2,2,1,0,903,0,3.66356164612965,FALSE,4.87,1.33,693
24662,4,20000,1,0,49,12,1,1,0,355,0,3.80666248977032,FALSE,3.66,0.56,1264
6355,7,20000,1,1,40,3,1,1,0,395,0,2.63905732961526,FALSE,6.84,0.25,1217
4385,6,6000,0,1,16,0,1,0,1,469,0,3.63758615972639,FALSE,4.05,1.07,1347
500,3,5000,7,0,4,0,1,0,1,306,0,3.8286413964891,FALSE,3.92,0,1020
13539,2,15000,2,0,172,4,1,0,1,323,0,3.66356164612965,TRUE,6.5,0.62,1179
3170,9,3000,4,1,19,4,2,1,0,849,0,3.80666248977032,FALSE,5.06,0.24,1166
670,9,20000,6,1,8,5,1,1,0,1624,0,3.87120101090789,FALSE,4.43,0.8,1184
524,4,2500,0,1,1,0,1,1,0,614,0,3.68887945411394,FALSE,4.89,0.16,862
1574,7,5000,1,1,13,6,5,0,1,393,0,4.11087386417331,FALSE,5.34,1.53,852
8245,7,10000,1,1,5,0,1,0,0,435,0,4.49980967033027,FALSE,5.06,1.84,1285
2153,8,10000,2,1,8,1,2,1,0,200,0,4.02535169073515,FALSE,1.5,2,554
670,3,2500,0,0,14,0,1,1,0,471,0,4.34380542185368,FALSE,1.7,1.49,788
650,4,5000,3,0,3,2,2,0,0,502,0,3.43398720448515,FALSE,3.98,0.4,782
1050,7,7500,1,1,1,0,2,1,0,454,0,3.13549421592915,FALSE,4.63,0.44,556
1000,6,2500,0,1,8,0,1,1,0,148,0,3.40119738166216,FALSE,6.76,0,1071
1400,6,1200,0,1,3,0,1,1,0,275,0,3.36729582998647,FALSE,5.45,1.09,1300
505,8,4000,2,1,2,0,1,0,1,634,0.16,4.02535169073515,FALSE,4.73,0.16,1299
5025,9,5000,12,1,50,6,2,0,1,497,0,3.40119738166216,FALSE,4.02,1.01,1168
3300,3,3300,0,0,3,0,1,1,0,435,0,4.39444915467244,TRUE,4.14,1.61,517
580,5,1000,0,1,7,0,1,0,0,68,0,1.09861228866811,TRUE,7.35,0,797
1655,6,1075,0,1,25,1,1,1,0,372,0,3.40119738166216,TRUE,4.03,0,1341
1045,0,1000,0,0,6,0,3,0,1,123,0,3.40119738166216,TRUE,5.69,0.81,1091
625,4,1650,1,0,4,0,1,1,0,532,0,3.80666248977032,TRUE,4.14,2.26,1126
3603,2,5000,2,0,37,0,1,0,1,718,0,3.04452243772342,FALSE,1.39,2.65,1231
4173,8,3500,2,1,4,5,4,1,0,264,0,3.29583686600433,FALSE,4.55,0.38,1342
1095,6,5000,0,1,1,0,2,0,1,350,0,4.0943445622221,FALSE,6.29,0,1316
800,4,18000,1,0,2,2,1,1,0,477,0,4.04305126783455,FALSE,5.24,1.26,1009
879,2,2500,0,0,7,0,1,1,0,153,0,4.36944785246702,TRUE,1.31,0.65,986
530,3,6000,0,0,1,0,2,1,0,169,0,3.49650756146648,FALSE,3.55,0,1149
1198,5,1100,1,1,14,0,1,0,1,675,0,4.0943445622221,FALSE,6.67,0.3,1253
7680,0,3000,0,0,32,0,1,0,1,101,0,4.11087386417331,TRUE,5.94,3.96,1218
610,6,1500,22,0,11,7,1,0,1,834,0,4.0943445622221,FALSE,4.8,1.32,1218
3295,9,2750,8,1,4,11,8,1,0,481,0,3.40119738166216,FALSE,5.82,0.42,1348
3120,9,17000,9,1,23,0,1,1,0,297,0,3.91202300542815,FALSE,6.4,0.34,1109
525,5,6000,0,1,0,0,1,0,0,499,0,4.69134788222914,FALSE,5.21,0.6,1168
2100,9,1000,3,1,4,0,1,0,0,197,0,3.87120101090789,FALSE,6.6,0,1261
688,0,1500,0,0,5,0,1,0,1,2551,0,2.19722457733622,FALSE,3.61,0.59,973
566,6,5000,0,1,13,2,1,1,0,393,0,3.46573590279973,FALSE,4.58,0.76,888
795,0,3500,0,0,10,2,1,0,1,851,0,4.0943445622221,FALSE,2.82,1.88,970
7298,9,7000,8,1,45,9,3,1,0,645,0,3.80666248977032,FALSE,5.58,0,1055
3000,3,3000,0,0,6,0,1,1,0,181,0,4.79579054559674,FALSE,9.94,0,1037
1071,6,5500,9,0,10,7,1,0,0,830,0,4.78749174278205,FALSE,5.06,0.96,1288
2135,6,5000,0,1,17,0,1,0,1,694,0,3.43398720448515,FALSE,3.17,0.43,1020
1795,6,3000,0,1,7,0,1,1,0,532,0,3.40119738166216,FALSE,3.38,1.13,1340
1605,9,5000,14,1,26,1,1,1,0,281,0,4.0943445622221,FALSE,4.27,1.42,960
2015,0,4000,0,0,14,2,1,0,1,1145,0,4.78749174278205,FALSE,3.14,1.75,943
5790,9,15000,10,1,33,0,3,1,0,835,0,4.0943445622221,FALSE,5.39,0.12,1232
1250,9,1250,3,1,7,6,1,1,0,847,0,4.0943445622221,FALSE,2.83,1.18,1191
2735,9,2500,35,1,11,2,2,0,1,637,0,2.99573227355399,FALSE,5.65,0.94,1319
1315,4,2000,1,0,2,8,3,1,0,266,0,4.67282883446191,FALSE,4.51,1.88,419
1900,0,1900,0,0,14,3,2,0,1,381,0,4.51085950651685,FALSE,6.04,0.26,964
9000,6,15000,0,1,19,5,5,1,0,1141,0,3.85014760171006,FALSE,2.28,1.67,1084
3266,2,10000,2,0,7,1,3,0,1,182,0,3.87120101090789,FALSE,3.3,2.75,1335
650,8,6500,2,1,4,0,3,1,0,463,0,3.80666248977032,FALSE,4.1,0.86,1319
695,8,3500,14,1,2,4,1,1,0,701,0,3.80666248977032,FALSE,4.42,0.29,1320
5058,6,6500,0,1,10,3,1,1,0,291,0,4.0943445622221,TRUE,2.41,1.72,866
586,2,4000,1,0,27,5,1,0,1,859,0,4.78749174278205,FALSE,3.38,1.05,862
3011,3,2500,0,0,32,0,3,1,0,409,0,3.80666248977032,FALSE,3.42,0.49,899
6156,9,5000,3,1,46,9,6,0,1,684,0,4.20469261939097,FALSE,1.9,0.29,943
2000,0,2000,0,0,9,4,1,0,1,455,0,3.17805383034795,TRUE,0.88,1.1,1099
2335,6,8000,0,1,12,4,1,1,0,511,0,4.7361984483945,FALSE,3.72,0.2,1043
1985,5,10000,14,0,9,3,2,1,0,452,0,4.0943445622221,FALSE,5.31,0.66,1033
659,9,10000,10,1,17,1,3,0,0,557,0,3.40119738166216,FALSE,3.05,0.18,1339
765,9,2000,6,1,11,0,6,1,0,379,0,3.2188758248682,FALSE,3.43,0.26,1119
7170,4,10000,2,0,7,0,1,0,1,150,0,3.80666248977032,FALSE,2,4,1352
1855,3,3500,0,0,9,0,1,1,0,141,0,4.11087386417331,FALSE,6.38,0,364
6755,9,15000,6,1,40,18,2,0,0,1014,0,4.17438726989564,FALSE,4.34,0.49,1222
825,9,2000,18,1,8,0,1,1,0,382,0,3.3322045101752,FALSE,2.62,0.79,1020
19847,7,20000,1,1,70,6,6,1,0,755,0,2.99573227355399,FALSE,3.58,1.19,1028
4507,7,12000,1,1,44,3,2,0,0,628,0,4.04305126783455,FALSE,4.62,0.48,850
1635,7,13000,1,1,5,2,4,1,0,729,0,4.12713438504509,FALSE,3.43,0.55,973
1441,6,3000,11,0,35,20,2,0,1,742,0,3.25809653802148,FALSE,4.58,0.54,1113
8912,9,17500,7,1,44,4,3,1,0,1099,0,4.38202663467388,FALSE,5.55,0.64,892
3020,9,3000,8,1,3,12,1,1,0,466,0,3.04452243772342,FALSE,6.87,2.15,1358
2635,9,5500,47,1,45,26,3,1,0,165,0,4.0943445622221,FALSE,3.03,0.61,1122
4000,4,4000,1,0,25,9,1,0,1,317,0,2.94443897916644,TRUE,3.79,1.26,1086
4888,9,10000,3,1,25,5,2,0,1,1079,0,3.25809653802148,TRUE,3.89,0.37,806
525,0,2000,0,0,4,0,1,0,1,353,0,3.40119738166216,FALSE,2.27,0,1109
1445,9,1200,10,1,9,6,1,1,0,332,0,3.04452243772342,FALSE,5.72,1.2,1040
1427,2,6000,0,0,6,8,2,0,1,409,0,4.0943445622221,FALSE,2.69,2.69,1121
5073,9,5000,13,1,127,25,23,1,0,386,0,4.51085950651685,FALSE,3.37,0.26,629
960,4,1728,1,0,7,4,1,1,0,453,0,3.3322045101752,FALSE,4.42,1.55,992
2100,8,2000,2,1,10,2,1,1,0,414,0,3.63758615972639,FALSE,3.86,0.24,1233
1235,6,1000,0,1,0,0,1,1,0,640,0,4.0943445622221,FALSE,5.47,0,492
505,6,4000,0,1,7,0,1,1,0,51,0,4.0943445622221,FALSE,0,0,879
500,8,5000,3,1,4,0,1,0,1,418,0,4.30406509320417,FALSE,5.02,0,1173
1415,0,5000,0,0,7,0,1,0,1,333,0,3.40119738166216,FALSE,4.5,3.3,1294
4215,1,12000,0,0,16,1,1,1,0,347,0,3.80666248977032,FALSE,3.46,0,1289
1475,4,2500,1,0,21,0,3,1,0,543,0,3.40119738166216,TRUE,4.6,0.18,642
740,0,15000,0,0,4,0,1,0,1,900,0,4.78749174278205,FALSE,2,1.67,1113
1764,9,7500,3,1,5,0,1,1,0,377,0,4.0943445622221,FALSE,3.18,0.27,1330
1570,3,2500,10,0,39,0,2,0,1,672,0,3.36729582998647,FALSE,1.34,1.93,1162
1839,9,3000,7,1,4,0,1,1,0,372,0,4.0943445622221,FALSE,4.03,0,1358
905,5,5000,3,0,5,0,2,1,0,473,0,3.73766961828337,FALSE,4.23,3.38,1237
6184,6,6000,10,0,6,13,8,1,0,1080,0,3.40119738166216,FALSE,3.8,0.28,1287
1100,5,15500,0,1,1,0,2,0,1,1436,0,3.89182029811063,FALSE,4.32,0.35,1320
6100,3,4000,0,0,4,4,1,1,0,128,0,4.89783979995091,FALSE,3.91,0.78,229
4244,6,3500,15,0,44,29,1,1,0,566,0,3.52636052461616,FALSE,5.12,0.53,1186
1870,9,6000,12,1,19,6,3,1,0,376,0,4.0943445622221,FALSE,3.99,0,1110
1875,3,1200,0,0,10,0,1,1,0,372,0,3.43398720448515,FALSE,3.23,0,1363
1570,8,1500,2,1,5,6,1,1,0,1004,0,1.94591014905531,TRUE,4.78,0.6,1135
530,6,5900,0,1,10,4,3,1,0,305,0,4.07753744390572,FALSE,1.64,1.31,970
646,6,19500,0,1,0,1,1,0,0,583,0,3.40119738166216,FALSE,0.86,0.86,1345
1500,9,1000,6,1,36,0,1,1,0,484,0,3.55534806148941,TRUE,5.37,0,1186
1550,3,1500,0,0,9,0,2,1,0,366,0,3.40119738166216,FALSE,3.01,0.82,574
10275,9,9000,4,1,87,7,7,1,0,961,0,4.11087386417331,FALSE,4.79,1.04,797
1045,0,5000,0,0,4,0,1,0,1,363,0,2.63905732961526,FALSE,6.06,1.65,1272
607,9,7500,3,1,3,3,9,1,0,573,0,4.78749174278205,FALSE,8.03,0.17,879
2501,6,2500,0,1,6,2,1,0,1,515,0,3.43398720448515,FALSE,4.47,0.58,896
2085,6,3000,15,0,11,3,2,1,0,258,0,3.55534806148941,FALSE,5.43,0,1311
1150,9,8000,9,1,27,3,2,1,0,644,0,3.04452243772342,FALSE,5.75,0.78,1134
515,2,1200,0,0,3,0,1,1,0,740,0,3.55534806148941,TRUE,4.19,0.14,1100
759,9,1000,5,1,22,1,1,0,0,447,0,3.8286413964891,FALSE,4.47,0.45,1040
5015,9,5000,4,1,20,9,3,1,0,579,0,2.63905732961526,FALSE,4.84,0.17,1097
5870,6,10000,3,1,39,26,1,0,1,286,0,4.77912349311153,FALSE,7.69,2.1,1141
1000,3,1000,0,0,7,3,1,0,1,375,0,3.29583686600433,TRUE,5.07,0.27,1139
1555,9,10000,15,1,0,8,6,1,0,230,0,3.63758615972639,FALSE,3.04,0.43,1270
4850,9,4000,6,1,5,2,2,1,0,960,0,3.68887945411394,FALSE,5.31,0.52,1336
18025,7,10000,1,1,88,7,2,0,1,556,0,4.64439089914137,FALSE,3.24,1.44,928
634,6,1500,0,1,3,1,2,1,0,875,0,2.77258872223978,FALSE,2.74,1.37,1118
850,5,7000,2,1,9,6,2,0,1,564,0,4.49980967033027,FALSE,1.42,1.6,1160
685,6,10000,0,1,7,0,2,1,0,628,0,4.57471097850338,FALSE,4.14,0,1181
820,7,1300,1,1,7,7,1,1,0,281,0,2.77258872223978,TRUE,3.2,1.78,1209
2135,6,2000,7,0,3,0,1,0,1,548,0,3.40119738166216,FALSE,5.11,1.28,1308
890,7,1150,1,1,12,25,1,1,0,547,0.18,3.68887945411394,FALSE,6.03,0.18,820
